part_id,part_name,category,quantity,min_qty,max_qty,key_dimensions_mm,material_guess,source_drawing_ids,evidence_notes,confidence,open_questions,status
PRT-SAT-008,Saturn rear secondary pinions/gears,gear,,2,8,unknown,bronze,DRW-020,Additional smaller gears and link elements in rear cluster,medium,May overlap shared gear family from other planet modules,needs_review
PRT-SAT-009,Saturn rear gear pivots/arbors,shaft,,3,10,unknown,bronze or steel,DRW-020,Multiple pivots/shafts support rear gear cluster,medium,Exact count and step profiles unresolved,inferred
PRT-SAT-010,Saturn mount points/fasteners,pin,,6,20,unknown,bronze or steel,DRW-020,Mount and fastener-like points on both front and rear views,low,Cannot confirm hardware presence from current render,inferred
PRT-SAT-011,SAT6 axle for date pointer drive,shaft,1,1,1,unknown,bronze or steel,DRW-056,Manual section 8.11.5 specifies SAT6 axle length trim to under 0.5 mm clearance at date pointer base,high,Need exact finished length and end profile for friction fit,identified
PRT-SUN-001,Sun front dial base plate,plate,1,1,1,unknown,bronze,DRW-021,"Rectangular front plate carrying dial, inscriptions, and indicators",high,Plate dimensions and hole map pending,identified
PRT-SUN-002,Sun outer annular scale ring,pointer,1,1,1,unknown,engraved bronze,DRW-021,Outer concentric ring with scale graduations,medium,Integrated engraving vs separate ring unresolved,needs_review
PRT-SUN-003,Sun inner scale ring,pointer,1,1,1,unknown,engraved bronze,DRW-021,Inner circular scale around center mechanism,medium,Legend transcription not possible at current fidelity,needs_review
PRT-SUN-004,Sun central hub and pointer boss,shaft,1,1,1,unknown,bronze,DRW-021,Central hub stack with pointer attachment point,high,Decompose into shaft/collar subparts later,identified
PRT-SUN-005,Sun pointer/hand set,other,,2,8,unknown,bronze,DRW-021,Multiple radial pointer arms visible on front dial,medium,Exact count and independent motion unclear,inferred
PRT-SUN-006,Sun marker post set with colored tips,other,,6,16,unknown,bronze plus marker tips,DRW-021,Numerous short posts with colored spherical markers around dial,medium,Colored tips may be non-physical visualization markers,needs_review
PRT-SUN-007,Sun rear spoked drive wheel,gear,1,1,1,unknown,bronze,DRW-021,Large rear spoked wheel/disc with toothed perimeter,medium,Need tooth count/module,identified
PRT-SUN-008,Sun rear internal gear cluster,gear,,2,8,unknown,bronze,DRW-021,Multiple gears visible beneath rear spoked wheel,medium,Requires decomposition into unique gear IDs,inferred
PRT-SUN-009,Sun rear support standoffs/posts,other,,4,10,unknown,bronze,DRW-021,Vertical supports between plate levels in rear view,medium,Count and interchangeability unresolved,inferred
PRT-SUN-010,Sun pivots/arbors and shafts,shaft,,4,12,unknown,bronze or steel,DRW-021,Shafts and pivots support front indicators and rear gears,medium,Need exact split by function,inferred
PRT-SUN-011,Sun collars/spacers/washers,spacer,,3,16,unknown,bronze or steel,DRW-021,Ring-like collars at shafts and hubs,low,Could be integral shoulders in model,needs_review
PRT-SUN-012,Sun mount points/fasteners,pin,,6,24,unknown,bronze or steel,DRW-021,Mount points visible across front and rear plate views,low,Fasteners vs empty holes unresolved,inferred
PRT-SPP-001,Superior planet upper plate,plate,1,1,1,unknown,bronze,DRW-022;DRW-056,Upper rectangular plate supporting the superior-planet gear module,high,Dimensions and full hole map pending,identified
PRT-SPP-002,Superior planet lower backing plate,plate,1,1,1,unknown,bronze,DRW-022;DRW-056,Lower rectangular backing/base plate beneath standoffs,high,May overlap with shared base plates in related modules,needs_review
PRT-SPP-003,Superior plate standoff set,other,,4,8,unknown,bronze,DRW-022;DRW-056,Vertical standoffs separating upper and lower plates,medium,Exact count and interchangeability unresolved,inferred
PRT-SPP-004,Circular gear mounting ring/field,plate,1,1,1,unknown,bronze,DRW-022;DRW-056,Circular inset area containing major gear train,medium,Could be integral to upper plate rather than separate insert,needs_review
PRT-SPP-005,Primary superior drive gears,gear,,3,6,unknown,bronze,DRW-022;DRW-056,Larger gears in main superior-planet cluster,medium,Need split into unique gear IDs/tooth counts,inferred
PRT-SPP-006,Secondary superior pinions,gear,,2,8,unknown,bronze,DRW-022;DRW-056,Smaller pinions and intermediate gears around primary set,medium,Could overlap shared planet gear family,needs_review
PRT-SPP-007,Bridge bars/link plates,other,,2,5,unknown,bronze,DRW-022;DRW-056,Bridge-like bars crossing over the gear cluster,medium,Could be one multi-hole plate plus one link,inferred
PRT-SPP-008,Gear shafts/arbors and pivots,shaft,,4,14,unknown,bronze or steel,DRW-022;DRW-056,Multiple shafts/pivots support gears and links,medium,Exact count and profile segmentation unresolved,inferred
PRT-SPP-009,Collars/spacers/washers,spacer,,3,16,unknown,bronze or steel,DRW-022;DRW-056,Ring-like collars at gear and shaft interfaces,low,May be integral shoulders not separate parts,needs_review
PRT-SPP-010,Mount points/fasteners,pin,,6,24,unknown,bronze or steel,DRW-022;DRW-056,Mounting holes and cap-like features across plates,low,Cannot confirm hardware presence from rendered view,inferred
PRT-SPP-011,SP1 superior gear,gear,1,1,1,unknown,bronze,DRW-022;DRW-056,Sheet view and manual both identify SP1 as one of the superior plate subassembly parts,high,Need tooth count and full profile dimensions,identified
PRT-SPP-012,SP2 gear and axle subassembly,gear,1,1,1,unknown,bronze plus steel axle,DRW-056,Manual defines SP2 axle hole drilling polish bush fit and very tight axle press fit before final rivet decision,high,Need axle diameter and final rivet rule,identified
PRT-SPP-013,SP3 superior plate blank,plate,1,1,1,unknown,bronze,DRW-056,Manual states SP3 uses four non evenly spaced mounting holes creating one allowed orientation to B1,high,Need complete mounting hole coordinates,identified
PRT-SPP-014,SP4 press pin set,pin,4,4,4,unknown,bronze or steel,DRW-056,Manual sec 8.11.5: 4 x SP4 press pins for SP1 and SP7 to SP5 joint; filed flush after press fit; dim 2.2mm dia x 8mm,high,Confirmed distinct from SP6 rivet pins: different dimensions (2.2mm dia x 8mm vs SP6 3.0mm x 5.0mm) and different joining method; both used in superior planet plate sub-assembly,confirmed
PRT-SPP-015,SP5 superior plate wheel/carrier,plate,1,1,1,unknown,bronze,DRW-022;DRW-056,Sheet view labels SP5 as the main superior plate body receiving SP1 and SP7 rivet joints,high,Confirm whether central bush insert is separate from SP5 plate body,needs_review
PRT-SPP-016,SP7 companion ring,plate,1,1,1,unknown,bronze,DRW-022;DRW-056,Sheet view labels SP7 as companion annular plate mated to SP1 and SP5,high,Confirm if SP7 is plain ring plate or contains hidden tooth profile,identified
PRT-SPP-017,Date pointer base for superior plate stage,other,1,1,1,unknown,bronze,DRW-056;DRW-008,Manual calls for assemble and rivet date pointer base then friction rotating fit before SAT6 trim,medium,Confirm whether this is identical to date pointer base in other sections,needs_review
PRT-SPP-018,SP6 rivet pin set,pin,4,4,4,unknown,bronze or steel,DRW-022,DRW-022 sheet 5 callout: Rivet SP1 to SP5 using SP6 x 4; explicitly dimensioned at dia 3.0mm x 5.0mm,high,Confirmed distinct from SP4 press pins: different dimensions (3.0mm dia x 5.0mm vs SP4 2.2mm x 8mm) and separate assembly operation; see sec8115 decision note,confirmed
PRT-VEN-001,Venus front dial base plate,plate,1,1,1,unknown,bronze,DRW-023,Rectangular front plate carrying Venus dial and inscriptions,high,Plate dimensions and hole map pending,identified
PRT-VEN-002,Venus outer annular scale ring,pointer,1,1,1,unknown,engraved bronze,DRW-023,Outer circular graduated ring around Venus dial,medium,Integrated engraving vs separate annulus unresolved,needs_review
PRT-VEN-003,Venus inner scale ring,pointer,1,1,1,unknown,engraved bronze,DRW-023,Inner ring scale around central mechanism,medium,Legend transcription not possible at current fidelity,needs_review
PRT-VEN-004,Venus central hub and pointer boss,shaft,1,1,1,unknown,bronze,DRW-023,Central hub stack where pointer/axle interfaces,high,Decompose into shaft/collar/bearing elements later,identified
PRT-VEN-005,Venus pointer/hand set,other,,2,8,unknown,bronze,DRW-023,Multiple radial pointer arms visible on front dial,medium,Exact count and independent motion uncertain,inferred
PRT-VEN-006,Venus marker post set with colored tips,other,,6,16,unknown,bronze plus marker tips,DRW-023,Short posts with colored spherical tips distributed around dial,medium,Colored spheres may be visualization markers rather than physical parts,needs_review
PRT-VEN-007,Venus rear spoked drive wheel,gear,1,1,1,unknown,bronze,DRW-023,Large rear spoked wheel/disc with toothed perimeter,medium,Need tooth count/module,identified
PRT-VEN-008,Venus rear internal gear cluster,gear,,2,8,unknown,bronze,DRW-023,Multiple gears visible beneath rear spoked wheel,medium,Requires decomposition into unique gear IDs,inferred
PRT-VEN-009,Venus rear support standoffs/posts,other,,4,10,unknown,bronze,DRW-023,Vertical supports between rear plate levels,medium,Count and geometry variants unresolved,inferred
PRT-VEN-010,Venus pivots/arbors and shafts,shaft,,4,12,unknown,bronze or steel,DRW-023,Shaft/pivot elements carry front indicators and rear gears,medium,Need exact split by function,inferred
PRT-VEN-011,Venus collars/spacers/washers,spacer,,3,16,unknown,bronze or steel,DRW-023,Ring-like collars at shaft and hub interfaces,low,Could be integral shoulders,needs_review
PRT-VEN-012,Venus mount points/fasteners,pin,,6,24,unknown,bronze or steel,DRW-023,Mount-point and cap-like features on front/rear assemblies,low,Fasteners vs empty holes unresolved,inferred

a1,a1 modeled part,modeled_part,1,1,1,from_scad,bronze,DRW-001,scad_file=scad/parts/a1.scad; reconciliation row; maps_to=PRT-A-003,high,maps_to=PRT-A-003,reconciled
a10,a10 disc,modeled_part,1,1,1,from_scad,bronze,DRW-001,scad_file=scad/parts/a10_disc.scad; reconciliation row; maps_to=PRT-A-001,high,maps_to=PRT-A-001,reconciled
a12,a12 link,modeled_part,1,1,1,from_scad,bronze,DRW-001,scad_file=scad/parts/a12_link.scad; reconciliation row; maps_to=PRT-A-004,high,maps_to=PRT-A-004,reconciled
a2,a2 ring,modeled_part,1,1,1,from_scad,bronze,DRW-001,scad_file=scad/parts/a2_ring.scad; reconciliation row; maps_to=PRT-B1-006,high,maps_to=PRT-B1-006,reconciled
a3,a3 pin,modeled_part,1,1,1,from_scad,bronze,DRW-001,scad_file=scad/parts/a3_pin.scad; reconciliation row; maps_to=PRT-A-002,high,maps_to=PRT-A-002,reconciled
a4,a4 block,modeled_part,1,1,1,from_scad,bronze,DRW-001,scad_file=scad/parts/a4_block.scad; reconciliation row; maps_to=PRT-A-004,high,maps_to=PRT-A-004,reconciled
a5,a5 ring,modeled_part,1,1,1,from_scad,bronze,DRW-001,scad_file=scad/parts/a5_ring.scad; reconciliation row; maps_to=PRT-B1-006,high,maps_to=PRT-B1-006,reconciled
a6,a6 bush,modeled_part,1,1,1,from_scad,bronze,DRW-001,scad_file=scad/parts/a6_bush.scad; reconciliation row; maps_to=PRT-A-002,high,maps_to=PRT-A-002,reconciled
a7,a7 block,modeled_part,1,1,1,from_scad,bronze,DRW-001,scad_file=scad/parts/a7_block.scad; reconciliation row; maps_to=PRT-A-004,high,maps_to=PRT-A-004,reconciled
a8,a8 rivet pin,modeled_part,1,1,1,from_scad,bronze,DRW-001,scad_file=scad/parts/a8_rivet_pin.scad; reconciliation row; maps_to=PRT-A-005,high,maps_to=PRT-A-005,reconciled
a9,a9 axle,modeled_part,1,1,1,from_scad,bronze,DRW-001,scad_file=scad/parts/a9_axle.scad; reconciliation row; maps_to=PRT-A-002,high,maps_to=PRT-A-002,reconciled
b0,b0 gear,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b0_gear.scad; reconciliation row; maps_to=PRT-B1-001,high,maps_to=PRT-B1-001,reconciled
b10,b10 disc,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b10_disc.scad; reconciliation row; maps_to=PRT-B1-006,high,maps_to=PRT-B1-006,reconciled
b11,b11 carrier block,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b11_carrier_block.scad; reconciliation row; maps_to=PRT-B-002,high,maps_to=PRT-B-002,reconciled
b12,b12 pin,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b12_pin.scad; reconciliation row; maps_to=PRT-A-005,high,maps_to=PRT-A-005,reconciled
b13,b13 roller,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b13_roller.scad; reconciliation row; maps_to=PRT-IP-005,high,maps_to=PRT-IP-005,reconciled
b14,b14 pin,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b14_pin.scad; reconciliation row; maps_to=PRT-A-005,high,maps_to=PRT-A-005,reconciled
b15,b15 wire link,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b15_wire_link.scad; reconciliation row; maps_to=PRT-COM-003,high,maps_to=PRT-COM-003,reconciled
b16,b16 rivet,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b16_rivet.scad; reconciliation row; maps_to=PRT-A-005,high,maps_to=PRT-A-005,reconciled
b17,b17 standoff pin,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b17_standoff_pin.scad; reconciliation row; maps_to=PRT-B-005,high,maps_to=PRT-B-005,reconciled
b18,b18 link plate,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b18_link_plate.scad; reconciliation row; maps_to=PRT-B-002,high,maps_to=PRT-B-002,reconciled
b1,b1 main wheel,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b1_main_wheel.scad; reconciliation row; maps_to=PRT-B-001,high,maps_to=PRT-B-001,reconciled
b2,b2 gear ring,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b2_gear_ring.scad; reconciliation row; maps_to=PRT-B1-001,high,maps_to=PRT-B1-001,reconciled
b3,b3 gear,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b3_gear.scad; reconciliation row; maps_to=PRT-B1-001,high,maps_to=PRT-B1-001,reconciled
b4,b4 rivet pin,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b4_rivet_pin.scad; reconciliation row; maps_to=PRT-A-005,high,maps_to=PRT-A-005,reconciled
b5,b5 post,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b5_post.scad; reconciliation row; maps_to=PRT-B-005,high,maps_to=PRT-B-005,reconciled
b6,b6 clip,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b6_clip.scad; reconciliation row; maps_to=PRT-COM-003,high,maps_to=PRT-COM-003,reconciled
b7,b7 hub,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b7_hub.scad; reconciliation row; maps_to=PRT-A-002,high,maps_to=PRT-A-002,reconciled
b8,b8 rivet pin,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b8_rivet_pin.scad; reconciliation row; maps_to=PRT-A-005,high,maps_to=PRT-A-005,reconciled
b9,b9 pin,modeled_part,1,1,1,from_scad,bronze,DRW-002,scad_file=scad/parts/b9_pin.scad; reconciliation row; maps_to=PRT-A-005,high,maps_to=PRT-A-005,reconciled
cp1,cp1 pointer small,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cp1_pointer_small.scad; reconciliation row; maps_to=PRT-COM-003,high,maps_to=PRT-COM-003,reconciled
cp2,cp2 slider,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cp2_slider.scad; reconciliation row; maps_to=PRT-COM-002,high,maps_to=PRT-COM-002,reconciled
cp3,cp3 rivet,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cp3_rivet.scad; reconciliation row; maps_to=PRT-COM-008,high,maps_to=PRT-COM-008,reconciled
cp4,cp4 stopper,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cp4_stopper.scad; reconciliation row; maps_to=PRT-COM-004,high,maps_to=PRT-COM-004,reconciled
cp5,cp5 spacer,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cp5_spacer.scad; reconciliation row; maps_to=PRT-COM-001,high,maps_to=PRT-COM-001,reconciled
cp6,cp6 bush,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cp6_bush.scad; reconciliation row; maps_to=PRT-COM-006,high,maps_to=PRT-COM-006,reconciled
cp7,cp7 bush,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cp7_bush.scad; reconciliation row; maps_to=PRT-COM-006,high,maps_to=PRT-COM-006,reconciled
cp8,cp8 pin,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cp8_pin.scad; reconciliation row; maps_to=PRT-COM-007,high,maps_to=PRT-COM-007,reconciled
cp9,cp9 pin,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cp9_pin.scad; reconciliation row; maps_to=PRT-COM-007,high,maps_to=PRT-COM-007,reconciled
cpf1,cpf1 fork,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cpf1_fork.scad; reconciliation row; maps_to=PRT-COM-003,high,maps_to=PRT-COM-003,reconciled
cpf2,cpf2 fork,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cpf2_fork.scad; reconciliation row; maps_to=PRT-COM-003,high,maps_to=PRT-COM-003,reconciled
cpf3,cpf3 fork,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cpf3_fork.scad; reconciliation row; maps_to=PRT-COM-003,high,maps_to=PRT-COM-003,reconciled
cpf4,cpf4 fork,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cpf4_fork.scad; reconciliation row; maps_to=PRT-COM-003,high,maps_to=PRT-COM-003,reconciled
cpf5,cpf5 fork,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cpf5_fork.scad; reconciliation row; maps_to=PRT-COM-003,high,maps_to=PRT-COM-003,reconciled
cpf6,cpf6 fork,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cpf6_fork.scad; reconciliation row; maps_to=PRT-COM-003,high,maps_to=PRT-COM-003,reconciled
cpr1,cpr1 rivet,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cpr1_rivet.scad; reconciliation row; maps_to=PRT-A-005,high,maps_to=PRT-A-005,reconciled
cpr2,cpr2 rivet,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cpr2_rivet.scad; reconciliation row; maps_to=PRT-A-005,high,maps_to=PRT-A-005,reconciled
cpr3,cpr3 rivet,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cpr3_rivet.scad; reconciliation row; maps_to=PRT-A-005,high,maps_to=PRT-A-005,reconciled
cpr4,cpr4 rivet,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cpr4_rivet.scad; reconciliation row; maps_to=PRT-A-005,high,maps_to=PRT-A-005,reconciled
cpr5,cpr5 rivet,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cpr5_rivet.scad; reconciliation row; maps_to=PRT-A-005,high,maps_to=PRT-A-005,reconciled
cpr6,cpr6 rivet,modeled_part,1,1,1,from_scad,bronze,DRW-005,scad_file=scad/parts/cpr6_rivet.scad; reconciliation row; maps_to=PRT-A-005,high,maps_to=PRT-A-005,reconciled
dat1,dat1 pointer arm,modeled_part,1,1,1,from_scad,bronze,DRW-008,scad_file=scad/parts/dat1_pointer.scad; reconciliation row; maps_to=PRT-DATE-003,high,maps_to=PRT-DATE-003,reconciled
dat2,dat2 pin,modeled_part,1,1,1,from_scad,bronze,DRW-008,scad_file=scad/parts/dat2_pin.scad; reconciliation row; maps_to=PRT-DATE-007,high,maps_to=PRT-DATE-007,reconciled
dat3,dat3 large ball tip,modeled_part,1,1,1,from_scad,bronze,DRW-008,scad_file=scad/parts/dat3_ball_tip.scad; reconciliation row; maps_to=PRT-DATE-007,high,maps_to=PRT-DATE-007,reconciled
dat4,dat4 post large,modeled_part,1,1,1,from_scad,bronze,DRW-008,scad_file=scad/parts/dat4_post.scad; reconciliation row; maps_to=PRT-DATE-007,high,maps_to=PRT-DATE-007,reconciled
dat5,dat5 small ball tip,modeled_part,1,1,1,from_scad,bronze,DRW-008,scad_file=scad/parts/dat5_ball_tip_small.scad; reconciliation row; maps_to=PRT-DATE-007,high,maps_to=PRT-DATE-007,reconciled
dat6,dat6 post small,modeled_part,1,1,1,from_scad,bronze,DRW-008,scad_file=scad/parts/dat6_post_small.scad; reconciliation row; maps_to=PRT-DATE-007,high,maps_to=PRT-DATE-007,reconciled
dat7,dat7 friction ring outer,modeled_part,1,1,1,from_scad,bronze,DRW-008,scad_file=scad/parts/dat7_ring.scad; reconciliation row; maps_to=PRT-DATE-002,high,maps_to=PRT-DATE-002,reconciled
dat8,dat8 friction ring inner,modeled_part,1,1,1,from_scad,bronze,DRW-008,scad_file=scad/parts/dat8_ring.scad; reconciliation row; maps_to=PRT-DATE-002,high,maps_to=PRT-DATE-002,reconciled
dat9,dat9 base plate,modeled_part,1,1,1,from_scad,bronze,DRW-008,scad_file=scad/parts/dat9_base_plate.scad; reconciliation row; maps_to=PRT-DATE-001,high,maps_to=PRT-DATE-001,reconciled
dat10,dat10 spoked date wheel,modeled_part,1,1,1,from_scad,bronze,DRW-008,scad_file=scad/parts/dat10_spoked_wheel.scad; reconciliation row; maps_to=PRT-DATE-003,high,maps_to=PRT-DATE-003,reconciled
i1,i1 exeligmos gear,modeled_part,1,1,1,from_scad,bronze,DRW-009,scad_file=scad/parts/i1_gear.scad; reconciliation row; maps_to=PRT-EXE-002,high,maps_to=PRT-EXE-002,reconciled
i2,i2 exeligmos hub,modeled_part,1,1,1,from_scad,bronze,DRW-009,scad_file=scad/parts/i2_hub.scad; reconciliation row; maps_to=PRT-EXE-004,high,maps_to=PRT-EXE-004,reconciled
h1,h1 exeligmos main gear,modeled_part,1,1,1,from_scad,bronze,DRW-009,scad_file=scad/parts/h1_gear.scad; reconciliation row; maps_to=PRT-EXE-002,high,maps_to=PRT-EXE-002,reconciled
h2,h2 exeligmos pinion,modeled_part,1,1,1,from_scad,bronze,DRW-009,scad_file=scad/parts/h2_pinion.scad; reconciliation row; maps_to=PRT-EXE-003,high,maps_to=PRT-EXE-003,reconciled
h3,h3 exeligmos hub shaft,modeled_part,1,1,1,from_scad,bronze,DRW-009,scad_file=scad/parts/h3_hub.scad; reconciliation row; maps_to=PRT-EXE-004,high,maps_to=PRT-EXE-004,reconciled
exe1,exe1 exeligmos rivet pin,modeled_part,1,1,1,from_scad,bronze,DRW-009,scad_file=scad/parts/exe1_rivet_pin.scad; reconciliation row; maps_to=PRT-EXE-006,high,maps_to=PRT-EXE-006,reconciled
g2,g2 exeligmos pinion,modeled_part,1,1,1,from_scad,bronze,DRW-009,scad_file=scad/parts/g2_pinion.scad; reconciliation row; maps_to=PRT-EXE-003,high,maps_to=PRT-EXE-003,reconciled
sat6,sat6 date pointer axle,modeled_part,1,1,1,from_scad,bronze,DRW-056,scad_file=scad/parts/sat6_date_pointer_axle.scad; reconciliation row; maps_to=PRT-SPP-008,high,maps_to=PRT-SPP-008,reconciled
sp1,sp1 superior gear,modeled_part,1,1,1,from_scad,bronze,DRW-022;DRW-056,scad_file=scad/parts/sp1_superior_gear.scad; reconciliation row; maps_to=PRT-SPP-011,high,maps_to=PRT-SPP-011,reconciled
sp2,sp2 gear axle subassembly,modeled_part,1,1,1,from_scad,bronze,DRW-022;DRW-056,scad_file=scad/parts/sp2_gear_axle_subassembly.scad; reconciliation row; maps_to=PRT-SPP-012,high,maps_to=PRT-SPP-012,reconciled
sp3,sp3 superior plate,modeled_part,1,1,1,from_scad,bronze,DRW-022;DRW-056,scad_file=scad/parts/sp3_superior_plate.scad; reconciliation row; maps_to=PRT-SPP-013,high,maps_to=PRT-SPP-013,reconciled
sp4,sp4 press pin,modeled_part,1,1,1,from_scad,bronze,DRW-022;DRW-056,scad_file=scad/parts/sp4_press_pin.scad; reconciliation row; maps_to=PRT-SPP-014,high,maps_to=PRT-SPP-014,reconciled
sp5,sp5 superior plate,modeled_part,1,1,1,from_scad,bronze,DRW-022;DRW-056,scad_file=scad/parts/sp5_superior_plate.scad; reconciliation row; maps_to=PRT-SPP-015,high,maps_to=PRT-SPP-015,reconciled
sp6,sp6 rivet pin,modeled_part,1,1,1,from_scad,bronze,DRW-022;DRW-056,scad_file=scad/parts/sp6_rivet_pin.scad; reconciliation row; maps_to=PRT-SPP-018,high,maps_to=PRT-SPP-018,reconciled
sp7,sp7 companion gear,modeled_part,1,1,1,from_scad,bronze,DRW-022;DRW-056,scad_file=scad/parts/sp7_companion_gear.scad; reconciliation row; maps_to=PRT-SPP-016,high,maps_to=PRT-SPP-016,reconciled
spp17,spp17 date pointer base,modeled_part,1,1,1,from_scad,bronze,DRW-022;DRW-056,scad_file=scad/parts/spp17_date_pointer_base.scad; reconciliation row; maps_to=PRT-SPP-017,high,maps_to=PRT-SPP-017,reconciled
fp6,fp6 front plate post long,modeled_part,1,1,1,from_scad,bronze,DRW-010,scad_file=scad/parts/fp6_post.scad; reconciliation row; maps_to=PRT-FP-008,high,maps_to=PRT-FP-008,reconciled
fp7,fp7 front plate post short,modeled_part,1,1,1,from_scad,bronze,DRW-010,scad_file=scad/parts/fp7_post.scad; reconciliation row; maps_to=PRT-FP-008,high,maps_to=PRT-FP-008,reconciled
fp8,fp8 front plate post tall,modeled_part,1,1,1,from_scad,bronze,DRW-010,scad_file=scad/parts/fp8_post.scad; reconciliation row; maps_to=PRT-FP-008,high,maps_to=PRT-FP-008,reconciled
fp9,fp9 zodiac pointer bush,modeled_part,1,1,1,from_scad,bronze,DRW-010,scad_file=scad/parts/fp9_bush.scad; reconciliation row; maps_to=PRT-FP-004,high,maps_to=PRT-FP-004,reconciled
fp10,fp10 zodiac angle pointer,modeled_part,1,1,1,from_scad,bronze,DRW-010,scad_file=scad/parts/fp10_zodiac_pointer.scad; reconciliation row; maps_to=PRT-FP-005,high,maps_to=PRT-FP-005,reconciled
fp4,fp4 Egyptian dial ring,modeled_part,1,1,1,from_scad,bronze,DRW-010,scad_file=scad/parts/fp4_egyptian_dial.scad; reconciliation row; maps_to=PRT-FP-002,high,maps_to=PRT-FP-002,reconciled
fp5,fp5 Egyptian dial rivet,modeled_part,1,1,1,from_scad,bronze,DRW-010,scad_file=scad/parts/fp5_rivet.scad; reconciliation row; maps_to=PRT-FP-009,high,maps_to=PRT-FP-009,reconciled
fp1,fp1 front plate base panel,modeled_part,1,1,1,from_scad,bronze,DRW-010,scad_file=scad/parts/fp1_front_plate.scad; reconciliation row; maps_to=PRT-FP-001,high,maps_to=PRT-FP-001,reconciled
fp3,fp3 zodiac dial ring,modeled_part,1,1,1,from_scad,bronze,DRW-010,scad_file=scad/parts/fp3_zodiac_dial.scad; reconciliation row; maps_to=PRT-FP-002,high,maps_to=PRT-FP-002,reconciled
fp2,fp2 front panel dial frame,modeled_part,1,1,1,from_scad,bronze,DRW-010,scad_file=scad/parts/fp2_front_panel_dial_frame.scad; reconciliation row; maps_to=PRT-FP-010,high,maps_to=PRT-FP-010,reconciled
jup1,jup1 jupiter main gear,modeled_part,1,1,1,from_scad,bronze,DRW-012,scad_file=scad/parts/jup1_gear.scad; reconciliation row; maps_to=PRT-JUP-001,high,maps_to=PRT-JUP-001,reconciled
jup2,jup2 jupiter driven gear,modeled_part,1,1,1,from_scad,bronze,DRW-012,scad_file=scad/parts/jup2_gear.scad; reconciliation row; maps_to=PRT-JUP-001,high,maps_to=PRT-JUP-001,reconciled
jup7,jup7 jupiter stepped hub,modeled_part,1,1,1,from_scad,bronze,DRW-012,scad_file=scad/parts/jup7_hub.scad; reconciliation row; maps_to=PRT-JUP-009,high,maps_to=PRT-JUP-009,reconciled
jup8,jup8 jupiter press-fit spacer,modeled_part,1,1,1,from_scad,bronze,DRW-012,scad_file=scad/parts/jup8_spacer.scad; reconciliation row; maps_to=PRT-JUP-010,high,maps_to=PRT-JUP-010,reconciled
